property_id,address,street_name,city,rstate,latitude,longitude,postcode,price,zestimate,bedroom_number,bathroom_number,price_per_unit,living_space,land_space,property_type,property_status,agency_name,zillow_owned,RunDate
59211797,"1 Huntington Ave APT 1401, Boston, MA 02116",Huntington Ave APT 1401,Boston,MA,42.349407,-71.07699,02116,5850000,5663800,3,5,1882,3108,,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
59211877,"1 Huntington Ave PENTHOUSE 1802, Boston, MA 02116",Huntington Ave PENTHOUSE 1802,Boston,MA,42.349407,-71.07699,02116,8250000,7907700,3,4,2880,2864,3049.2,CONDO,FOR_SALE,Gibson Sotheby's International Realty,0,3/13/2022 7:34
90141410,"776 Boylston St UNIT E12B, Boston, MA 02199",Boylston St UNIT E12B,Boston,MA,42.348686,-71.08164,02199,12900000,12311500,2,4,3249,3970,,CONDO,FOR_SALE,Campion & Company Fine Homes Real Estate,0,3/13/2022 7:34
2080653559,"210 W Springfield St, Boston, MA 02118",W Springfield St,Boston,MA,42.34038,-71.08058,02118,2850000,,,0,753,3780,1742.4,MULTI_FAMILY,FOR_SALE,Compass,0,3/13/2022 7:34
59183902,"2 Presby Pl, Boston, MA 02119",Presby Pl,Boston,MA,42.324036,-71.07633,02119,445000,451700,3,2,371,1199,871.2,SINGLE_FAMILY,FOR_SALE,Berkshire Hathaway HomeServices Commonwealth Real Estate,0,3/13/2022 7:34
190039888,"21 Forest St #23, Boston, MA 02119",Forest St #23,Boston,MA,42.32689,-71.07823,02119,850000,850000,5,3,371,2288,6098.4,MULTI_FAMILY,FOR_SALE,Signal Real Estate,0,3/13/2022 7:34
2078208706,"583 Massachusetts Ave #4, Boston, MA 02118",Massachusetts Ave #4,Boston,MA,42.33735,-71.07839,02118,795000,803000,3,2,864,920,,CONDO,FOR_SALE,Coldwell Banker Realty - South End,0,3/13/2022 7:34
59176702,"160 Commonwealth Ave APT 211, Boston, MA 02116",Commonwealth Ave APT 211,Boston,MA,42.351276,-71.07864,02116,775000,791000,1,1,1201,645,,CONDO,FOR_SALE,Engel & Volkers Boston,0,3/13/2022 7:34
318226827,"196 W Springfield St UNIT 1, Boston, MA 02118",W Springfield St UNIT 1,Boston,MA,42.340088,-71.08024,02118,3650000,3506600,3,4,1071,3407,,CONDO,FOR_SALE,Coldwell Banker Realty - South End,0,3/13/2022 7:34
59176734,"160 Commonwealth Ave APT 403, Boston, MA 02116",Commonwealth Ave APT 403,Boston,MA,42.351276,-71.07864,02116,1050000,1049600,2,1,979,1072,1072,CONDO,FOR_SALE,Engel & Volkers Boston,0,3/13/2022 7:34
2097910109,"516 Shawmut Ave #2, Boston, MA 02118",Shawmut Ave #2,Boston,MA,,,02118,699000,,1,1,935,747,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2066412832,"566 Columbus Ave #413, Boston, MA 02118",Columbus Ave #413,Boston,MA,42.340706,-71.08124,02118,1975000,,2,2,1370,1441,,CONDO,FOR_SALE,Coldwell Banker Realty - Back Bay,0,3/13/2022 7:34
2066412834,"566 Columbus Ave #214, Boston, MA 02118",Columbus Ave #214,Boston,MA,42.340706,-71.08124,02118,1925000,,2,2,1180,1631,,CONDO,FOR_SALE,Coldwell Banker Realty - Back Bay,0,3/13/2022 7:34
2066421008,"566 Columbus Ave #304, Boston, MA 02118",Columbus Ave #304,Boston,MA,42.340706,-71.08124,02118,1525000,,2,2,1192,1279,,CONDO,FOR_SALE,Coldwell Banker Realty - Back Bay,0,3/13/2022 7:34
59211788,"1 Huntington Ave APT 1104, Boston, MA 02116",Huntington Ave APT 1104,Boston,MA,42.349407,-71.07699,02116,3475000,3403800,2,3,1746,1990,,CONDO,FOR_SALE,Angelini Real Estate,0,3/13/2022 7:34
71505178,"769 Tremont St APT 3, Boston, MA 02118",Tremont St APT 3,Boston,MA,42.33977,-71.08002,02118,599000,618300,1,1,891,672,,CONDO,FOR_SALE,"Longwood Residential, LLC",0,3/13/2022 7:34
90141485,"776 Boylston St UNIT W9D, Boston, MA 02199",Boylston St UNIT W9D,Boston,MA,42.348686,-71.08164,02199,4900000,4840400,3,3,2021,2424,,CONDO,FOR_SALE,Campion & Company Fine Homes Real Estate,0,3/13/2022 7:34
59165356,"38-40 Saint Botolph St UNIT 4, Boston, MA 02116",40 Saint Botolph St UNIT 4,Boston,MA,42.346207,-71.07885,02116,484000,484800,0,1,952,508,508,CONDO,FOR_SALE,RE/MAX Andrew Realty Services,0,3/13/2022 7:34
2066549129,"1950 Washington St APT 5C, Boston, MA 02118",Washington St APT 5C,Boston,MA,42.33409,-71.07952,02118,1250000,,2,3,890,1403,,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
2066568704,"566 Columbus Ave #503, Boston, MA 02118",Columbus Ave #503,Boston,MA,42.340706,-71.08124,02118,1600000,,2,2,1346,1188,,CONDO,FOR_SALE,Coldwell Banker Realty - Back Bay,0,3/13/2022 7:34
2066640488,"566 Columbus Ave #102, Boston, MA 02118",Columbus Ave #102,Boston,MA,42.340706,-71.08124,02118,1675000,,2,3,1039,1612,,CONDO,FOR_SALE,Coldwell Banker Realty - Back Bay,0,3/13/2022 7:34
2066640483,"566 Columbus Ave #301, Boston, MA 02118",Columbus Ave #301,Boston,MA,42.340706,-71.08124,02118,1475000,,2,2,1252,1178,,CONDO,FOR_SALE,Coldwell Banker Realty - Back Bay,0,3/13/2022 7:34
59166897,"16 Exeter St #1, Boston, MA 02116",Exeter St #1,Boston,MA,42.35216,-71.08058,02116,5450000,5192300,4,4,1403,3882,,SINGLE_FAMILY,FOR_SALE,Berkshire Hathaway HomeServices Robert Paul Properties,0,3/13/2022 7:34
2066747272,"1950 Washington St APT 2E, Boston, MA 02118",Washington St APT 2E,Boston,MA,42.33409,-71.07952,02118,979000,,2,2,704,1389,,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
59182963,"9 Claremont Park, Boston, MA 02118",Claremont Park,Boston,MA,42.342186,-71.0809,02118,4250000,4089500,4,4,1109,3830,,SINGLE_FAMILY,FOR_SALE,,0,3/13/2022 7:34
59176533,"148 Commonwealth Ave APT 401, Boston, MA 02116",Commonwealth Ave APT 401,Boston,MA,42.35155,-71.07764,02116,2950000,2891400,2,2,1939,1521,,CONDO,FOR_SALE,,0,3/13/2022 7:34
59211865,"1 Huntington Ave APT 807, Boston, MA 02116",Huntington Ave APT 807,Boston,MA,42.349407,-71.07699,02116,2200000,2154100,2,2,1643,1339,10018.8,CONDO,FOR_SALE,Keller Williams Realty Boston-Metro | Back Bay,0,3/13/2022 7:34
59170902,"191 Commonwealth Ave APT 3, Boston, MA 02116",Commonwealth Ave APT 3,Boston,MA,42.351784,-71.080284,02116,3250000,3127000,3,3,1399,2323,2323,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
67094834,"492 Massachusetts Ave APT 21, Boston, MA 02118",Massachusetts Ave APT 21,Boston,MA,42.339584,-71.08037,02118,685000,677500,2,1,786,871,,CONDO,FOR_SALE,Commonwealth Standard Realty Advisors,0,3/13/2022 7:34
59211807,"1 Huntington Ave APT 203, Boston, MA 02116",Huntington Ave APT 203,Boston,MA,42.349407,-71.07699,02116,2350000,2283700,2,2,1483,1584,,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
59184321,"570 Massachusetts Ave #5, Boston, MA 02118",Massachusetts Ave #5,Boston,MA,42.337856,-71.0782,02118,1150000,1121100,3,2,1013,1135,1135,CONDO,FOR_SALE,News Realty LLC,0,3/13/2022 7:34
59211831,"1 Huntington Ave APT 404, Boston, MA 02116",Huntington Ave APT 404,Boston,MA,42.349407,-71.07699,02116,3750000,,2,3,1968,1905,1905,CONDO,FOR_SALE,Coldwell Banker Realty - Back Bay,0,3/13/2022 7:34
90141331,"776 Boylston St UNIT W11A, Boston, MA 02199",Boylston St UNIT W11A,Boston,MA,42.348686,-71.08164,02199,10800000,10135400,2,3,3409,3168,3168,CONDO,FOR_SALE,MGS Group Real Estate LTD,0,3/13/2022 7:34
90141579,"776 Boylston St PENTHOUSE 1D, Boston, MA 02199",Boylston St PENTHOUSE 1D,Boston,MA,42.348686,-71.08164,02199,4750000,5114600,2,3,2392,1985,2178,CONDO,FOR_SALE,Gibson Sotheby's International Realty,0,3/13/2022 7:34
59170503,"242 Beacon St APT 8, Boston, MA 02116",Beacon St APT 8,Boston,MA,42.35382,-71.07964,02116,2995000,2934300,3,3,1508,1986,2178,CONDO,FOR_SALE,Coldwell Banker Realty - South End,0,3/13/2022 7:34
59171168,"105 Marlborough St #1, Boston, MA 02116",Marlborough St #1,Boston,MA,42.353558,-71.07701,02116,4650000,4554300,4,4,1754,2650,,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
247150593,"10 Parker St #2, Boston, MA 02129",Parker St #2,Boston,MA,42.383587,-71.07859,02129,799900,799900,3,3,568,1408,,CONDO,FOR_SALE,"Weichert, REALTORS® - Metropolitan Boston Real Estate",0,3/13/2022 7:34
59170845,"328 Dartmouth St APT 8, Boston, MA 02116",Dartmouth St APT 8,Boston,MA,42.35307,-71.07926,02116,655000,660300,0,1,1492,439,,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
59171846,"180 Beacon St #5G, Boston, MA 02116",Beacon St #5G,Boston,MA,42.354538,-71.07684,02116,3350000,3274700,3,3,1509,2220,2220,CONDO,FOR_SALE,Coldwell Banker Realty - Back Bay,0,3/13/2022 7:34
102988002,"273 Beacon St #1, Boston, MA 02116",Beacon St #1,Boston,MA,42.353146,-71.07995,02116,3490000,3411200,2,3,1396,2500,,CONDO,FOR_SALE,Campion & Company Fine Homes Real Estate,0,3/13/2022 7:34
59170582,"280 Beacon St #23, Boston, MA 02116",Beacon St #23,Boston,MA,42.3534,-71.08121,02116,1599000,1545600,2,2,1453,1100,,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
59171824,"180 Beacon St #2D, Boston, MA 02116",Beacon St #2D,Boston,MA,42.354538,-71.07684,02116,895000,875700,1,1,1140,785,,CONDO,FOR_SALE,Engel & Volkers Boston,0,3/13/2022 7:34
59160085,"47 Keystone St, Boston, MA 02132",Keystone St,Boston,MA,42.270058,-71.16484,02132,649500,686000,3,2,443,1464,3484.8,SINGLE_FAMILY,FOR_SALE,"HMW Real Estate, LLC",0,3/13/2022 7:34
59160973,"28 Bungalow Rd, Boston, MA 02132",Bungalow Rd,Boston,MA,42.261395,-71.15915,02132,459000,477900,2,2,655,700,4356,SINGLE_FAMILY,FOR_SALE,Bob Gallagher Real Estate,0,3/13/2022 7:34
67396170,"777 Lagrange St APT 5, Boston, MA 02132",Lagrange St APT 5,Boston,MA,42.29105,-71.168274,02132,399900,400500,2,1,650,615,615,CONDO,FOR_SALE,"Lamacchia Realty, Inc.",0,3/13/2022 7:34
189975964,"352R Blue Hill Ave #10, Boston, MA 02121",Blue Hill Ave #10,Boston,MA,42.31204,-71.07991,02121,449900,456500,3,2,407,1104,1306.8,CONDO,FOR_SALE,Dejahn Renrick,0,3/13/2022 7:34
333606848,"304-306 Cummins Hwy #1, Boston, MA 02131",306 Cummins Hwy #1,Boston,MA,42.279625,-71.11759,02131,450000,461800,2,1,443,1015,1015,CONDO,FOR_SALE,Unlimited Sotheby's International Realty,0,3/13/2022 7:34
59129182,"6 Danny Rd, Boston, MA 02136",Danny Rd,Boston,MA,42.240585,-71.13625,02136,1499000,,12,6,369,4053,8000,MULTI_FAMILY,FOR_SALE,M.I.R. Realty,0,3/13/2022 7:34
59129960,"175 Clare Ave APT E8, Boston, MA 02136",Clare Ave APT E8,Boston,MA,42.271965,-71.119415,02136,250000,250100,2,1,308,810,,CONDO,FOR_SALE,JMM Residential LLC,0,3/13/2022 7:34
2089320086,"1217 Hyde Park Ave, Boston, MA 02136",Hyde Park Ave,Boston,MA,42.257206,-71.12423,02136,3750000,,,,,,0.57,LOT,FOR_SALE,William Raveis R.E. & Home Services,0,3/13/2022 7:34
2084645987,"97 Evans St LOT A, Boston, MA 02124",Evans St LOT A,Boston,MA,42.282246,-71.08184,02124,400000,,,,,,5662.8,LOT,FOR_SALE,Keller Williams Realty,0,3/13/2022 7:34
2146690846,"39 Old Morton St #2, Boston, MA 02126",Old Morton St #2,Boston,MA,42.273384,-71.071915,02126,719800,719800,2,4,492,1463,7840.8,CONDO,FOR_SALE,Pena Realty Corporation,0,3/13/2022 7:34
2112485142,"101 Brent St #1, Boston, MA 02124",Brent St #1,Boston,MA,42.290154,-71.065796,02124,449000,456600,3,1,472,950,,CONDO,FOR_SALE,Great Spaces ERA,0,3/13/2022 7:34
2097158275,"951 Blue Hill Ave, Boston, MA 02124",Blue Hill Ave,Boston,MA,42.291935,-71.08938,02124,1649900,,12,5,303,5445,6534,MULTI_FAMILY,FOR_SALE,Andrade Associates,0,3/13/2022 7:34
118324465,"4 Woodworth St #1, Boston, MA 02122",Woodworth St #1,Boston,MA,42.286983,-71.04104,02122,669000,669000,2,3,375,1784,1784,CONDO,FOR_SALE,"The Galvin Group, LLC",0,3/13/2022 7:34
59109510,"84 Everdean St, Boston, MA 02122",Everdean St,Boston,MA,42.298054,-71.050545,02122,895000,889200,3,2,801,1116,3600,SINGLE_FAMILY,FOR_SALE,William Raveis R.E. & Home Services,0,3/13/2022 7:34
2141903263,"25 Breed St #A, Boston, MA 02128",Breed St #A,Boston,MA,42.388023,-71.00632,02128,549000,549000,2,2,506,1084,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2078921204,"17 Breed St APT 3, Boston, MA 02128",Breed St APT 3,Boston,MA,42.387688,-71.006325,02128,559000,568000,3,1,411,1357,,CONDO,FOR_SALE,Lantern Residential,0,3/13/2022 7:34
2079507639,"11 Walley St #408, Boston, MA 02128",Walley St #408,Boston,MA,42.389866,-70.99833,02128,745000,,2,2,791,941,,CONDO,FOR_SALE,"Charlesgate Realty Group, llc",0,3/13/2022 7:34
2079385904,"43 Wordsworth St #3, Boston, MA 02128",Wordsworth St #3,Boston,MA,42.38485,-71.01777,02128,659000,524800,3,2,613,1075,,CONDO,FOR_SALE,"Elevated Realty, LLC",0,3/13/2022 7:34
306783205,"3984 Petersburg Rd, Boston, KY 40107",Petersburg Rd,Boston,KY,37.80492,-85.724594,40107,14000,,0,0,,,2.4,SINGLE_FAMILY,PENDING,,0,3/13/2022 7:34
221627925,"1671 Watkins Rd, Boston, GA 31626",Watkins Rd,Boston,GA,30.767452,-83.74698,31626,279000,317800,4,2,117,2368,2,SINGLE_FAMILY,FOR_SALE,,0,3/13/2022 7:34
2068785754,"305 Old Highway 84 E, Boston, GA 31626",Old Highway 84 E,Boston,GA,30.789993,-83.771454,31626,865000,,4,4,237,3635,22,SINGLE_FAMILY,FOR_SALE,,0,3/13/2022 7:34
2089763989,"1689 Watkins Rd, Boston, GA 31626",Watkins Rd,Boston,GA,30.76756,-83.746475,31626,130000,,,0,,,8,LOT,PENDING,,0,3/13/2022 7:34
2072288088,"Ham City Rd LOT WP01, Boston, GA 31626",Ham City Rd LOT WP01,Boston,GA,30.802921,-83.71595,31626,57000,,,0,,,23.1,LOT,PENDING,,0,3/13/2022 7:34
98079546,"6824 Pin Oak Dr, Boston, NY 14025",Pin Oak Dr,Boston,NY,42.632145,-78.733925,14025,64900,,0,0,,,0.55,LOT,FOR_SALE,,0,3/13/2022 7:34
333605425,"67 Cottage St UNIT 2, Boston, MA 02128",Cottage St UNIT 2,Boston,MA,42.367287,-71.03536,02128,449999,464800,1,1,818,550,,CONDO,FOR_SALE,,0,3/13/2022 7:34
189938322,"121 Beach St #102, Boston, MA 02111",Beach St #102,Boston,MA,42.350433,-71.0577,02111,850000,850002,1,2,633,1341,1306,CONDO,PENDING,,0,3/13/2022 7:34
67715620,"1 Charles St #1205, Boston, MA 02116",Charles St #1205,Boston,MA,42.35642,-71.069435,02116,1200000,1183100,2,2,1123,1068,871,CONDO,PENDING,,0,3/13/2022 7:34
2067559512,"252 W Newton St #2, Boston, MA 02115",W Newton St #2,Boston,MA,42.344746,-71.08122,02115,899000,1164500,1,1,998,900,,CONDO,FOR_SALE,,0,3/13/2022 7:34
247150068,"10 Parker St #1, Boston, MA 02129",Parker St #1,Boston,MA,42.383587,-71.07859,02129,799900,799000,3,3,477,1674,,CONDO,PENDING,,0,3/13/2022 7:34
59179021,"386 Commonwealth Ave APT 23, Boston, MA 02215",Commonwealth Ave APT 23,Boston,MA,42.348587,-71.08986,02215,690000,745300,2,1,890,775,871,CONDO,FOR_SALE,,0,3/13/2022 7:34
59212026,"34 Fayette St #1, Boston, MA 02116",Fayette St #1,Boston,MA,42.348587,-71.067726,02116,1449900,1430400,3,3,947,1531,1496,CONDO,PENDING,,0,3/13/2022 7:34
2066512998,"539 Sumner St #B, Boston, MA 02128",Sumner St #B,Boston,MA,42.364143,-71.02936,02128,1149000,,3,2,790,1454,,CONDO,PENDING,,0,3/13/2022 7:34
59183569,"34 Worcester Sq APT 1, Boston, MA 02118",Worcester Sq APT 1,Boston,MA,42.336433,-71.073975,02118,1929000,1909800,3,3,871,2213,2400,CONDO,PENDING,,0,3/13/2022 7:34
59174573,"55 Commercial Wharf APT 4, Boston, MA 02110",Commercial Wharf APT 4,Boston,MA,42.361927,-71.050385,02110,1150000,1144600,2,1,884,1300,1306,CONDO,PENDING,,0,3/13/2022 7:34
2091057300,"49 Melcher St UNIT 406, Boston, MA 02210",Melcher St UNIT 406,Boston,MA,42.349384,-71.050385,02210,839000,,1,1,976,859,,CONDO,PENDING,,0,3/13/2022 7:34
2066572548,"49 Melcher St #306, Boston, MA 02210",Melcher St #306,Boston,MA,42.349403,-71.050385,02210,819000,,1,1,943,868,,CONDO,PENDING,,0,3/13/2022 7:34
239893108,"22 Liberty Dr UNIT 6F, Boston, MA 02210",Liberty Dr UNIT 6F,Boston,MA,42.35465,-71.04525,02210,4800000,4735300,2,3,2582,1859,,CONDO,PENDING,,0,3/13/2022 7:34
2067561652,"542-544 E 8th St #1, Boston, MA 02127",544 E 8th St #1,Boston,MA,42.331554,-71.039696,02127,495000,512100,1,1,750,660,,CONDO,PENDING,,0,3/13/2022 7:34
59188434,"1682 Washington St APT 9, Boston, MA 02118",Washington St APT 9,Boston,MA,42.337124,-71.07549,02118,1100000,1099100,2,2,705,1559,1742,CONDO,PENDING,,0,3/13/2022 7:34
90138053,"285 Columbus Ave UNIT 601, Boston, MA 02116",Columbus Ave UNIT 601,Boston,MA,42.347214,-71.07404,02116,950000,949600,1,1,1109,856,871,CONDO,PENDING,,0,3/13/2022 7:34
2099952398,"49 Melcher St UNIT 403, Boston, MA 02210",Melcher St UNIT 403,Boston,MA,42.349384,-71.050385,02210,849000,,1,1,1104,769,,CONDO,PENDING,,0,3/13/2022 7:34
2101624315,"49 Melcher St UNIT 304, Boston, MA 02210",Melcher St UNIT 304,Boston,MA,42.349384,-71.050385,02210,899000,,1,1,991,907,,CONDO,PENDING,,0,3/13/2022 7:34
2066621394,"68 Whittier Pl #185, Boston, MA 02114",Whittier Pl #185,Boston,MA,42.365746,-71.06731,02114,39500,,,0,,,,LOT,FOR_SALE,,0,3/13/2022 7:34
2101628143,"49 Melcher St UNIT 404, Boston, MA 02210",Melcher St UNIT 404,Boston,MA,42.349384,-71.050385,02210,919000,,1,1,1016,904,,CONDO,PENDING,,0,3/13/2022 7:34
2079954233,"49 Melcher St UNIT 307, Boston, MA 02210",Melcher St UNIT 307,Boston,MA,42.349384,-71.050385,02210,779000,,1,1,1054,739,,CONDO,PENDING,,0,3/13/2022 7:34
2066655877,"68 Whittier Pl #141, Boston, MA 02114",Whittier Pl #141,Boston,MA,42.365746,-71.06731,02114,40000,,,0,,,,LOT,FOR_SALE,,0,3/13/2022 7:34
2136106684,"112 W 9th St #2, Boston, MA 02127",W 9th St #2,Boston,MA,42.335155,-71.05468,02127,925000,,2,2,638,1449,,CONDO,PENDING,,0,3/13/2022 7:34
2066841937,"49 Melcher St UNIT 401, Boston, MA 02210",Melcher St UNIT 401,Boston,MA,42.349384,-71.050385,02210,849000,,1,1,983,863,,CONDO,PENDING,,0,3/13/2022 7:34
2066873962,"38 Lexington St, Boston, MA 02128",Lexington St,Boston,MA,42.377552,-71.03842,02128,599495,,2,2,722,830,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2067011994,"38 Lexington St, Boston, MA 02128",Lexington St,Boston,MA,42.377518,-71.03848,02128,799495,,2,2,592,1350,,SINGLE_FAMILY,PENDING,,0,3/13/2022 7:34
59174916,"9 Chestnut St, Boston, MA 02108",Chestnut St,Boston,MA,42.357887,-71.06664,02108,7695000,7287700,4,6,1445,5322,1742,SINGLE_FAMILY,PENDING,,0,3/13/2022 7:34
2073672848,"420 W Broadway #301, Boston, MA 02127",W Broadway #301,Boston,MA,42.33686,-71.04709,02127,799000,799000,1,1,936,853,,CONDO,PENDING,,0,3/13/2022 7:34
2067330449,"38 Lexington St, Boston, MA 02128",Lexington St,Boston,MA,42.377518,-71.03848,02128,699495,,2,2,603,1160,,CONDO,FOR_SALE,,0,3/13/2022 7:34
81857945,"80 Broad St UNIT 606, Boston, MA 02110",Broad St UNIT 606,Boston,MA,42.357582,-71.052704,02110,735000,721100,1,1,967,760,871,CONDO,PENDING,,0,3/13/2022 7:34
90136786,"285 Columbus Ave UNIT 803, Boston, MA 02116",Columbus Ave UNIT 803,Boston,MA,42.347202,-71.07403,02116,1450000,1412800,2,2,1434,1011,871,CONDO,PENDING,,0,3/13/2022 7:34
59173636,"66 Revere St, Boston, MA 02114",Revere St,Boston,MA,42.359444,-71.068825,02114,2395000,2350100,3,4,912,2625,435,SINGLE_FAMILY,PENDING,,0,3/13/2022 7:34
2067962254,"380 Harrison Ave PENTHOUSE 2L, Boston, MA 02118",Harrison Ave PENTHOUSE 2L,Boston,MA,42.34358,-71.06366,02118,2028000,1922000,2,3,1676,1210,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2067912481,"380 Harrison Ave PENTHOUSE 1K, Boston, MA 02118",Harrison Ave PENTHOUSE 1K,Boston,MA,42.34362,-71.06367,02118,3239000,3051000,3,3,1978,1637,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2067962416,"380 Harrison Ave UNIT 1022, Boston, MA 02118",Harrison Ave UNIT 1022,Boston,MA,42.344173,-71.06341,02118,1871000,1769000,2,3,1385,1350,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2067962534,"380 Harrison Ave UNIT 1020, Boston, MA 02118",Harrison Ave UNIT 1020,Boston,MA,42.34366,-71.06382,02118,974500,969600,1,1,1306,746,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2100080629,"49 Melcher St UNIT 204, Boston, MA 02210",Melcher St UNIT 204,Boston,MA,42.34942,-71.05007,02210,879000,,1,1,972,904,,CONDO,PENDING,,0,3/13/2022 7:34
59175407,"85 E India Row APT 22A, Boston, MA 02110",E India Row APT 22A,Boston,MA,42.358376,-71.050224,02110,650000,636300,1,1,857,758,871,CONDO,PENDING,,0,3/13/2022 7:34
2068565734,"63 Mount Vernon St APT 4, Boston, MA 02108",Mount Vernon St APT 4,Boston,MA,42.358593,-71.06633,02108,3995000,3565900,3,3,1839,2172,,CONDO,PENDING,,0,3/13/2022 7:34
2068704006,"345 Commonwealth Ave, Boston, MA 02115",Commonwealth Ave,Boston,MA,42.34962,-71.08785,02115,595000,,,0,,,,LOT,FOR_SALE,,0,3/13/2022 7:34
2122833640,"21 Lexington St, Boston, MA 02128",Lexington St,Boston,MA,42.377083,-71.03888,02128,649900,,2,4,773,840,2613,CONDO,FOR_SALE,,0,3/13/2022 7:34
63042601,"360 Marlborough St #3, Boston, MA 02115",Marlborough St #3,Boston,MA,42.350555,-71.08627,02115,2349000,2262100,2,3,1606,1462,1452,CONDO,PENDING,,0,3/13/2022 7:34
71546584,"3 Avery St UNIT 601, Boston, MA 02111",Avery St UNIT 601,Boston,MA,42.35346,-71.062775,02111,919000,898600,2,2,629,1460,1460,CONDO,PENDING,,0,3/13/2022 7:34
2075224341,"380 Harrison Ave PENTHOUSE 1L, Boston, MA 02118",Harrison Ave PENTHOUSE 1L,Boston,MA,42.343884,-71.063614,02118,2002000,1910000,2,3,1654,1210,,SINGLE_FAMILY,FOR_SALE,,0,3/13/2022 7:34
2073582639,"380 Harrison Ave #1017, Boston, MA 02118",Harrison Ave #1017,Boston,MA,42.34352,-71.0637,02118,2263000,2114900,2,2,1742,1299,,SINGLE_FAMILY,FOR_SALE,,0,3/13/2022 7:34
59166105,"300 Boylston St UNIT 603, Boston, MA 02116",Boylston St UNIT 603,Boston,MA,42.351803,-71.070206,02116,4450000,,2,2,1939,2294,2178,CONDO,PENDING,,0,3/13/2022 7:34
2080787708,"380 Harrison Ave PENTHOUSE 2M, Boston, MA 02118",Harrison Ave PENTHOUSE 2M,Boston,MA,42.34356,-71.06366,02118,1424000,1190800,1,2,1561,912,,CONDO,FOR_SALE,,0,3/13/2022 7:34
59183024,"551 Columbus Ave, Boston, MA 02118",Columbus Ave,Boston,MA,42.34151,-71.08103,02118,3400000,,4,5,640,5311,1742,SINGLE_FAMILY,PENDING,,0,3/13/2022 7:34
2081656194,"380 Harrison Ave PENTHOUSE 2E, Boston, MA 02118",Harrison Ave PENTHOUSE 2E,Boston,MA,42.343414,-71.06344,02118,3483000,,3,3,2038,1709,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2081662119,"380 Harrison Ave #14H, Boston, MA 02118",Harrison Ave #14H,Boston,MA,42.34358,-71.06366,02118,2904000,2737700,3,4,1872,1551,,CONDO,FOR_SALE,,0,3/13/2022 7:34
59168275,"62 Queensberry St APT 206, Boston, MA 02215",Queensberry St APT 206,Boston,MA,42.342194,-71.098206,02215,340451,338300,1,1,529,643,435,CONDO,PENDING,,0,3/13/2022 7:34
2086336463,"111 Perkins St APT 025, Boston, MA 02130",Perkins St APT 025,Boston,MA,42.32212,-71.11604,02130,379000,627900,2,1,354,1068,,CONDO,PENDING,,0,3/13/2022 7:34
2114957263,"222 Calumet St, Boston, MA 02120",Calumet St,Boston,MA,42.329113,-71.10086,02120,1887500,1683500,8,4,824,2288,4367,MULTI_FAMILY,FOR_SALE,,0,3/13/2022 7:34
120938287,"390 Cambridge St, Boston, MA 02134",Cambridge St,Boston,MA,42.35511,-71.13317,02134,4000000,,3,1,2985,1340,6803,TOWNHOUSE,FOR_SALE,,0,3/13/2022 7:34
59161881,"151 Townsend St, Boston, MA 02121",Townsend St,Boston,MA,42.31736,-71.08822,02121,780000,786300,8,3,140,5542,7840,MULTI_FAMILY,PENDING,,0,3/13/2022 7:34
2090392316,"15 Swift Ter #3, Boston, MA 02128",Swift Ter #3,Boston,MA,42.38029,-71.02227,02128,549000,622100,2,1,642,854,,CONDO,PENDING,,0,3/13/2022 7:34
120937589,"865 Lagrange St #7, Boston, MA 02132",Lagrange St #7,Boston,MA,42.293507,-71.17021,02132,729900,744500,2,3,535,1363,1306,CONDO,PENDING,,0,3/13/2022 7:34
2103767346,"95-97 Neponset Ave #2, Boston, MA 02131",97 Neponset Ave #2,Boston,MA,42.286327,-71.11391,02131,495000,510600,3,2,442,1118,,CONDO,PENDING,,0,3/13/2022 7:34
2065796190,"18 Crestway Rd UNIT 5, Boston, MA 02128",Crestway Rd UNIT 5,Boston,MA,42.39254,-71.00579,02128,769900,,2,2,597,1289,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2065796192,"18 Crestway Rd UNIT 3, Boston, MA 02128",Crestway Rd UNIT 3,Boston,MA,42.39254,-71.00579,02128,679900,,2,2,671,1012,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2065796191,"18 Crestway Rd UNIT 4, Boston, MA 02128",Crestway Rd UNIT 4,Boston,MA,42.39254,-71.00579,02128,929900,,5,3,481,1930,,CONDO,FOR_SALE,,0,3/13/2022 7:34
