property_id,address,street_name,city,rstate,latitude,longitude,postcode,price,zestimate,bedroom_number,bathroom_number,price_per_unit,living_space,land_space,property_type,property_status,agency_name,zillow_owned,RunDate
2067418423,"301 Border St #311, Boston, MA 02128",Border St #311,Boston,MA,42.37792,-71.039764,02128,765000,765000,2,2,837,913,,CONDO,FOR_SALE,"Charlesgate Realty Group, llc",0,3/13/2022 7:34
246886591,"1 Franklin St #2312, Boston, MA 02110",Franklin St #2312,Boston,MA,42.356316,-71.059555,02110,2350000,,2,2,1795,1309,,CONDO,FOR_SALE,Gregory  Agganis,0,3/13/2022 7:34
246886677,"1 Franklin St #4605, Boston, MA 02110",Franklin St #4605,Boston,MA,42.356316,-71.059555,02110,4100000,4004000,3,4,1867,2196,,CONDO,FOR_SALE,"Luxury Residential Group, LLC",0,3/13/2022 7:34
59212739,"94 Beacon St APT 2, Boston, MA 02108",Beacon St APT 2,Boston,MA,42.355747,-71.072495,02108,3250000,3160000,3,2,1477,2200,,CONDO,FOR_SALE,,0,3/13/2022 7:34
59180163,"9 Hawthorne Pl APT 3R, Boston, MA 02114",Hawthorne Pl APT 3R,Boston,MA,42.364014,-71.06571,02114,559000,545000,1,1,594,941,,CONDO,FOR_SALE,Leading Edge Real Estate,0,3/13/2022 7:34
2067435042,"25 Savoy St #PS-52/53, Boston, MA 02118",Savoy St #PS-52/53,Boston,MA,,,02118,175000,175000,0,0,,0,,CONDO,FOR_SALE,Gibson Sotheby's International Realty,0,3/13/2022 7:34
2067435043,"301 Border St #401, Boston, MA 02128",Border St #401,Boston,MA,42.37792,-71.039764,02128,545000,545000,1,1,822,663,,CONDO,FOR_SALE,"Charlesgate Realty Group, llc",0,3/13/2022 7:34
2092290308,"140 Shawmut Ave #1G, Boston, MA 02118",Shawmut Ave #1G,Boston,MA,42.345722,-71.06568,02118,1399000,1399000,2,2,911,1535,,CONDO,FOR_SALE,"Thread Real Estate, LLC",0,3/13/2022 7:34
246887165,"1 Franklin St UNIT 1905, Boston, MA 02110",Franklin St UNIT 1905,Boston,MA,42.356316,-71.059555,02110,1850000,,2,2,1593,1161,,CONDO,FOR_SALE,"Luxury Residential Group, LLC",0,3/13/2022 7:34
2067478873,"301 Border St #208, Boston, MA 02128",Border St #208,Boston,MA,42.37792,-71.039764,02128,720000,,2,2,845,852,,CONDO,FOR_SALE,"Charlesgate Realty Group, llc",0,3/13/2022 7:34
333606444,"85 Willow Ct #401, Boston, MA 02125",Willow Ct #401,Boston,MA,42.324875,-71.06411,02125,988000,973500,3,2,713,1385,,CONDO,FOR_SALE,V & E Realty,0,3/13/2022 7:34
71546255,"3 Avery St UNIT 903, Boston, MA 02111",Avery St UNIT 903,Boston,MA,42.35346,-71.062775,02111,589000,725800,1,2,610,964,,CONDO,FOR_SALE,Douglas Elliman Real Estate,0,3/13/2022 7:34
2100068537,"521 E 8th St #3, Boston, MA 02127",E 8th St #3,Boston,MA,42.3311,-71.0405,02127,879000,879000,2,2,817,1075,,CONDO,FOR_SALE,Boston Residential,0,3/13/2022 7:34
59149467,"326 A St SUITE 5C, Boston, MA 02210",A St SUITE 5C,Boston,MA,42.349503,-71.04965,02210,2595000,2520500,2,2,913,2842,,CONDO,PENDING,,0,3/13/2022 7:34
2067535143,"245 D St, Boston, MA 02127",D St,Boston,MA,42.338478,-71.05103,02127,2999900,,,,,,3484.8,LOT,FOR_SALE,"Simaku Realty, LLC",0,3/13/2022 7:34
2098746884,"13 Thacher St APT 4, Boston, MA 02113",Thacher St APT 4,Boston,MA,42.36537,-71.05701,02113,675000,,2,1,833,810,871.2,CONDO,FOR_SALE,Anzalone Realty,0,3/13/2022 7:34
2067537844,"465 E 8th St, Boston, MA 02127",E 8th St,Boston,MA,42.33124,-71.04243,02127,1399000,1367300,4,3,904,1547,2613.6,MULTI_FAMILY,FOR_SALE,Coldwell Banker Realty - Milton,0,3/13/2022 7:34
59163178,"6 Whittier Pl APT 2G, Boston, MA 02114",Whittier Pl APT 2G,Boston,MA,42.365837,-71.06679,02114,475000,461900,0,1,746,636,636,CONDO,FOR_SALE,RE/MAX Executive Realty,0,3/13/2022 7:34
59163215,"6 Whittier Pl APT 4N, Boston, MA 02114",Whittier Pl APT 4N,Boston,MA,42.365837,-71.06679,02114,741500,727900,2,2,572,1296,1306.8,CONDO,FOR_SALE,RE/MAX Executive Realty,0,3/13/2022 7:34
2077452810,"17 Bowdoin St APT 5BC, Boston, MA 02114",Bowdoin St APT 5BC,Boston,MA,42.36086,-71.063095,02114,850000,835700,3,2,887,958,,CONDO,FOR_SALE,,0,3/13/2022 7:34
59174557,"43 Commercial Wharf APT 8, Boston, MA 02110",Commercial Wharf APT 8,Boston,MA,42.362057,-71.05077,02110,2100000,2052100,2,2,1235,1700,1306.8,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
2067588931,"67-69 W Cedar St #71, Boston, MA 02114",69 W Cedar St #71,Boston,MA,,,02114,5400000,,6,12,692,7800,2613.6,MULTI_FAMILY,FOR_SALE,Keliher Real Estate,0,3/13/2022 7:34
2067630781,"592A E Broadway, Boston, MA 02127",E Broadway,Boston,MA,42.335682,-71.040535,02127,3199000,3149500,6,9,722,4425,1829,MULTI_FAMILY,FOR_SALE,Compass,0,3/13/2022 7:34
2067621139,"106 Fulton St #1A, Boston, MA 02109",Fulton St #1A,Boston,MA,42.362907,-71.05283,02109,1499000,1460700,3,3,728,2057,,CONDO,FOR_SALE,Engel & Volkers Boston,0,3/13/2022 7:34
59183971,"143 W Brookline St APT 501, Boston, MA 02118",W Brookline St APT 501,Boston,MA,42.341908,-71.07482,02118,1699000,1680400,3,2,1147,1480,,CONDO,FOR_SALE,,0,3/13/2022 7:34
90136957,"42 Beach St #3D, Boston, MA 02111",Beach St #3D,Boston,MA,42.351604,-71.060936,02111,625000,614500,1,2,707,884,884,CONDO,FOR_SALE,Elevate Real Estate,0,3/13/2022 7:34
2068571298,"457 W Broadway #505, Boston, MA 02127",W Broadway #505,Boston,MA,42.33576,-71.046394,02127,890000,,2,1,1194,745,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2068421839,"457 W Broadway #501, Boston, MA 02127",W Broadway #501,Boston,MA,42.33576,-71.046394,02127,1100000,1099900,2,2,1136,968,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2068421842,"457 W Broadway #407, Boston, MA 02127",W Broadway #407,Boston,MA,42.33576,-71.046394,02127,995000,,2,2,1072,928,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2068421841,"457 W Broadway #411, Boston, MA 02127",W Broadway #411,Boston,MA,42.33576,-71.046394,02127,779000,779000,1,1,1101,707,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2070785559,"457 W Broadway #202, Boston, MA 02127",W Broadway #202,Boston,MA,42.33576,-71.046394,02127,975000,,2,2,949,1027,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2067675815,"457 W Broadway #301, Boston, MA 02127",W Broadway #301,Boston,MA,42.33576,-71.046394,02127,975000,975000,2,2,1007,968,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2067675820,"457 W Broadway #210, Boston, MA 02127",W Broadway #210,Boston,MA,42.33576,-71.046394,02127,740000,,2,1,993,745,,CONDO,PENDING,,0,3/13/2022 7:34
102987459,"400 Stuart St #17B, Boston, MA 02116",Stuart St #17B,Boston,MA,42.3488,-71.07428,02116,2095000,2052600,2,2,1704,1229,,CONDO,FOR_SALE,Engel & Volkers Boston,0,3/13/2022 7:34
189950691,"86 Chestnut St, Boston, MA 02108",Chestnut St,Boston,MA,42.356728,-71.070404,02108,6480000,6180900,4,5,1796,3607,1458,SINGLE_FAMILY,FOR_SALE,MGS Group Real Estate LTD,0,3/13/2022 7:34
59101810,"55 1/2 Bakersfield St #2, Boston, MA 02125",1/2 Bakersfield St #2,Boston,MA,42.316254,-71.06168,02125,579000,545500,3,2,440,1314,,CONDO,PENDING,,0,3/13/2022 7:34
2107626553,"63 Mount Vernon St, Boston, MA 02108",Mount Vernon St,Boston,MA,42.35859,-71.06633,02108,16990000,,3,5,3580,4745,,CONDO,FOR_SALE,Douglas Elliman Real Estate,0,3/13/2022 7:34
2067677060,"25 Savoy St #PS-119/120, Boston, MA 02118",Savoy St #PS-119/120,Boston,MA,42.341682,-71.067406,02118,165000,,0,0,,0,,CONDO,FOR_SALE,Gibson Sotheby's International Realty,0,3/13/2022 7:34
2076441134,"45 Lewis St #302, Boston, MA 02128",Lewis St #302,Boston,MA,42.367096,-71.04149,02128,515000,,0,1,1003,513,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2067781362,"301 Border St #204, Boston, MA 02128",Border St #204,Boston,MA,42.37792,-71.039764,02128,849000,849000,3,3,600,1415,,CONDO,FOR_SALE,"Charlesgate Realty Group, llc",0,3/13/2022 7:34
82242208,"76 W Cedar St #5F, Boston, MA 02114",W Cedar St #5F,Boston,MA,42.36005,-71.07021,02114,1050000,1049100,2,2,1189,883,,CONDO,PENDING,,0,3/13/2022 7:34
102987610,"400 Stuart St #26D, Boston, MA 02116",Stuart St #26D,Boston,MA,42.3488,-71.07428,02116,2725000,2668600,2,3,1814,1502,1502,CONDO,FOR_SALE,Campion & Company Fine Homes Real Estate,0,3/13/2022 7:34
2088983203,"9 Worcester St #1, Boston, MA 02118",Worcester St #1,Boston,MA,,,02118,945000,931100,1,2,601,1570,1742.4,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
59166243,"30 Chestnut St, Boston, MA 02108",Chestnut St,Boston,MA,42.3573,-71.06763,02108,16995000,8514500,6,8,2090,8131,,SINGLE_FAMILY,PENDING,,0,3/13/2022 7:34
2067842637,"30 Condor St #6, Boston, MA 02128",Condor St #6,Boston,MA,42.382797,-71.03879,02128,899000,899000,2,3,684,1314,5227.2,CONDO,FOR_SALE,Coldwell Banker Realty - Back Bay,0,3/13/2022 7:34
2067411174,"326 6c #A, Boston, MA 02210",6c #A,Boston,MA,42.348297,-71.05007,02210,4995000,,3,2,1139,4383,,CONDO,FOR_SALE,Coldwell Banker Realty - Back Bay,0,3/13/2022 7:34
61319917,"2 Avery St APT 29E, Boston, MA 02111",Avery St APT 29E,Boston,MA,42.35285,-71.06345,02111,10400000,7413400,5,5,1872,5555,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2075168741,"2 Avery St APT 29, Boston, MA 02111",Avery St APT 29,Boston,MA,,,02111,10400000,,5,5,1872,5555,,CONDO,FOR_SALE,Campion & Company Fine Homes Real Estate,0,3/13/2022 7:34
2067884675,"100 Sudbury St #3805, Boston, MA 02114",Sudbury St #3805,Boston,MA,42.362637,-71.059044,02114,3100000,3023700,2,2,1677,1848,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2067884676,"100 Sudbury St #4104, Boston, MA 02114",Sudbury St #4104,Boston,MA,42.36285,-71.059685,02114,4650000,4503100,2,3,2043,2275,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2067884677,"100 Sudbury St #3804, Boston, MA 02114",Sudbury St #3804,Boston,MA,42.36285,-71.059685,02114,4350000,4208800,2,3,1912,2275,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2067885771,"100 Sudbury St #3903, Boston, MA 02114",Sudbury St #3903,Boston,MA,42.36285,-71.059685,02114,3300000,3206100,2,3,1898,1738,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2067885773,"100 Sudbury St #3801, Boston, MA 02114",Sudbury St #3801,Boston,MA,42.36285,-71.059685,02114,5700000,5440000,4,4,2060,2766,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2067306114,"20 Rowes Wharf #408-508, Boston, MA 02110",Rowes Wharf #408-508,Boston,MA,42.35705,-71.04961,02110,4299000,,4,4,1465,2933,3049.2,CONDO,FOR_SALE,Keliher Real Estate,0,3/13/2022 7:34
246886698,"1 Franklin St UNIT 3203, Boston, MA 02110",Franklin St UNIT 3203,Boston,MA,42.356316,-71.059555,02110,3150000,3064000,3,3,1809,1741,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2068430308,"3 Battery Wharf #3305, Boston, MA 02109",Battery Wharf #3305,Boston,MA,42.36735,-71.05031,02109,3280000,3159200,3,3,1601,2048,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2067920505,"340 W 2nd St #9B, Boston, MA 02127",W 2nd St #9B,Boston,MA,42.338776,-71.04678,02127,1540000,1515200,3,3,894,1721,0.29,CONDO,FOR_SALE,Herion Karbunara,0,3/13/2022 7:34
59173220,"129 Pinckney St, Boston, MA 02114",Pinckney St,Boston,MA,42.358887,-71.07107,02114,3675000,3523000,5,4,877,4188,1306.8,SINGLE_FAMILY,FOR_SALE,Engel & Volkers Boston,0,3/13/2022 7:34
67710109,"1 Charles St #501, Boston, MA 02114",Charles St #501,Boston,MA,42.35642,-71.069435,02114,895000,877500,1,1,1234,725,871.2,CONDO,FOR_SALE,Broad Street Boutique Realty LLC,0,3/13/2022 7:34
2114595128,"111 Beach St UNIT 2B, Boston, MA 02111",Beach St UNIT 2B,Boston,MA,42.350647,-71.05795,02111,785000,810400,1,1,857,915,,CONDO,FOR_SALE,,0,3/13/2022 7:34
2067934946,"537 E 2nd St UNIT 301, Boston, MA 02127",E 2nd St UNIT 301,Boston,MA,42.33701,-71.0418,02127,1325000,1304700,2,2,1057,1253,,CONDO,FOR_SALE,Simply Sell Realty,0,3/13/2022 7:34
2067967945,"340 W 2nd St #G1, Boston, MA 02127",W 2nd St #G1,Boston,MA,42.338776,-71.04678,02127,99000,,0,0,1031,96,,CONDO,FOR_SALE,Herion Karbunara,0,3/13/2022 7:34
71558209,"16 Stillman St APT 3, Boston, MA 02113",Stillman St APT 3,Boston,MA,42.363697,-71.05656,02113,420000,409700,1,1,958,438,438,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
71546649,"16 Stillman St APT 4, Boston, MA 02113",Stillman St APT 4,Boston,MA,42.363697,-71.05656,02113,480000,466900,1,1,963,498,498,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
295324938,"32 Derne St #3A, Boston, MA 02114",Derne St #3A,Boston,MA,42.359535,-71.06395,02114,3650000,,3,4,1559,2340,,CONDO,FOR_SALE,Griffin Realty Group,0,3/13/2022 7:34
318225461,"40 Traveler St #412, Boston, MA 02118",Traveler St #412,Boston,MA,42.34455,-71.06367,02118,899000,773800,1,1,1558,577,,CONDO,FOR_SALE,Gibson Sotheby's International Realty,0,3/13/2022 7:34
2127543806,"21 Oak St #1, Boston, MA 02129",Oak St #1,Boston,MA,42.380493,-71.068665,02129,989000,989000,2,2,625,1581,,CONDO,FOR_SALE,Gibson Sotheby's International Realty,0,3/13/2022 7:34
2068405421,"88 White St #88, Boston, MA 02128",White St #88,Boston,MA,42.38071,-71.033806,02128,899000,894200,2,3,578,1554,0.07,CONDO,FOR_SALE,Gibson Sotheby's International Realty,0,3/13/2022 7:34
2068405707,"88 White St, Boston, MA 02128",White St,Boston,MA,42.3807,-71.03381,02128,899000,891200,2,3,578,1554,0.07,SINGLE_FAMILY,FOR_SALE,Gibson Sotheby's International Realty,0,3/13/2022 7:34
59164354,"100 Fulton St APT 1M, Boston, MA 02109",Fulton St APT 1M,Boston,MA,42.36275,-71.05314,02109,1290000,1260500,3,2,579,2226,2226,CONDO,FOR_SALE,Coldwell Banker Realty - Back Bay,0,3/13/2022 7:34
2068436212,"340 W 2nd St UNIT 8, Boston, MA 02127",W 2nd St UNIT 8,Boston,MA,42.33879,-71.04675,02127,1620000,1605900,3,3,966,1676,0.29,CONDO,FOR_SALE,Herion Karbunara,0,3/13/2022 7:34
318226073,"40 Traveler St #507, Boston, MA 02118",Traveler St #507,Boston,MA,42.34455,-71.06367,02118,980000,981000,1,1,1322,741,,CONDO,FOR_SALE,Advise Realty,0,3/13/2022 7:34
295325287,"100 Lovejoy Wharf UNIT 5C, Boston, MA 02114",Lovejoy Wharf UNIT 5C,Boston,MA,42.367363,-71.05905,02114,1400000,1362100,2,2,1125,1244,,CONDO,FOR_SALE,Advisors Living - Back Bay,0,3/13/2022 7:34
81771551,"80 Broad St UNIT 403, Boston, MA 02110",Broad St UNIT 403,Boston,MA,42.357582,-71.052704,02110,799000,778000,1,1,924,864,,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
239892797,"32 Traveler St UNIT 403, Boston, MA 02118",Traveler St UNIT 403,Boston,MA,42.34461,-71.063896,02118,989000,1057500,1,2,1127,877,,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
2071656786,"92 W 8th St #2, Boston, MA 02127",W 8th St #2,Boston,MA,42.33585,-71.05481,02127,649000,,1,1,754,860,,CONDO,FOR_SALE,Boston Residential,0,3/13/2022 7:34
190073274,"407-409 Shawmut Ave #6, Boston, MA 02118",409 Shawmut Ave #6,Boston,MA,42.340458,-71.07378,02118,2595000,2550300,2,3,1064,2438,2613.6,CONDO,FOR_SALE,MGS Group Real Estate LTD,0,3/13/2022 7:34
63709848,"485-495 Harrison Ave #202, Boston, MA 02118",495 Harrison Ave #202,Boston,MA,42.34199,-71.06677,02118,879000,864000,1,1,722,1217,1306.8,CONDO,FOR_SALE,MV of Massachusetts LLC,0,3/13/2022 7:34
59174448,"54 Pinckney St, Boston, MA 02114",Pinckney St,Boston,MA,42.358715,-71.06737,02114,6350000,6072000,5,6,1660,3825,1344,SINGLE_FAMILY,FOR_SALE,Berkshire Hathaway HomeServices Warren Residential,0,3/13/2022 7:34
61319815,"1 Avery St PENTHOUSE 2-A, Boston, MA 02111",Avery St PENTHOUSE 2-A,Boston,MA,42.35374,-71.062805,02111,8900000,6652900,5,6,2013,4421,,CONDO,FOR_SALE,Advisors Living - Back Bay,0,3/13/2022 7:34
59166761,"29 Marlborough St #2, Boston, MA 02116",Marlborough St #2,Boston,MA,42.354404,-71.073555,02116,579000,563700,1,1,1253,462,,CONDO,FOR_SALE,Campion & Company Fine Homes Real Estate,0,3/13/2022 7:34
59180675,"13 Hancock St, Boston, MA 02114",Hancock St,Boston,MA,42.360695,-71.06473,02114,2990000,2837500,5,4,709,4212,0.03,SINGLE_FAMILY,FOR_SALE,Campion & Company Fine Homes Real Estate,0,3/13/2022 7:34
2068764135,"340 W 2nd St #G10, Boston, MA 02127",W 2nd St #G10,Boston,MA,42.338776,-71.04678,02127,995000,983900,0,0,710,1400,,CONDO,FOR_SALE,Herion Karbunara,0,3/13/2022 7:34
2068770560,"65 E India Row #27ABC, Boston, MA 02110",E India Row #27ABC,Boston,MA,42.357735,-71.0503,02110,2449000,2296500,3,4,677,3616,1742.4,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
67709760,"1 Nassau St UNIT 1209, Boston, MA 02111",Nassau St UNIT 1209,Boston,MA,42.348827,-71.063446,02111,950000,924300,4,2,733,1295,1306.8,CONDO,FOR_SALE,Coldwell Banker Realty - Back Bay,0,3/13/2022 7:34
59175540,"85 E India Row APT 38H, Boston, MA 02110",E India Row APT 38H,Boston,MA,42.358376,-71.050224,02110,795000,776200,1,1,899,884,,CONDO,FOR_SALE,Coldwell Banker Realty - Waterfront,0,3/13/2022 7:34
59172209,"33 Sleeper St APT 602, Boston, MA 02210",Sleeper St APT 602,Boston,MA,42.35199,-71.0489,02210,814500,801500,0,1,963,845,,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
59172210,"33 Sleeper St APT 603, Boston, MA 02210",Sleeper St APT 603,Boston,MA,42.35199,-71.0489,02210,839500,825700,0,1,967,868,871.2,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
239893454,"1 Hanson St APT 2, Boston, MA 02118",Hanson St APT 2,Boston,MA,42.34355,-71.06967,02118,3950000,3734600,4,4,1430,2761,,CONDO,FOR_SALE,MGS Group Real Estate LTD,0,3/13/2022 7:34
333605960,"133 Seaport Blvd UNIT 610, Boston, MA 02210",Seaport Blvd UNIT 610,Boston,MA,42.350487,-71.0436,02210,1274000,1381200,1,2,1635,779,,CONDO,FOR_SALE,William Raveis R.E. & Home Services,0,3/13/2022 7:34
59163207,"6 Whittier Pl APT 4E, Boston, MA 02114",Whittier Pl APT 4E,Boston,MA,42.365837,-71.06679,02114,712000,692300,2,2,561,1268,,CONDO,FOR_SALE,Lexwin Realty,0,3/13/2022 7:34
63710102,"234 Causeway St APT 814, Boston, MA 02114",Causeway St APT 814,Boston,MA,42.366425,-71.05968,02114,729000,711300,2,1,650,1121,,CONDO,FOR_SALE,Keller Williams Realty,0,3/13/2022 7:34
246886667,"1 Franklin St #2011, Boston, MA 02110",Franklin St #2011,Boston,MA,42.356316,-71.059555,02110,1395000,1334800,1,1,1471,948,,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
2069981776,"380 Harrison Ave UNIT 1024, Boston, MA 02118",Harrison Ave UNIT 1024,Boston,MA,42.343845,-71.0637,02118,815700,815800,1,1,1247,654,,CONDO,FOR_SALE,TCC / The Quinn,0,3/13/2022 7:34
2070056625,"380 Harrison Ave UNIT 1007, Boston, MA 02118",Harrison Ave UNIT 1007,Boston,MA,42.343845,-71.0637,02118,928700,928700,1,1,1300,714,,CONDO,FOR_SALE,TCC / The Quinn,0,3/13/2022 7:34
59172798,"50 Brimmer St, Boston, MA 02108",Brimmer St,Boston,MA,42.356995,-71.071625,02108,4449000,4099300,3,5,1400,3177,1306.8,SINGLE_FAMILY,FOR_SALE,Gibson Sotheby's International Realty,0,3/13/2022 7:34
59166693,"144 Beacon St #8, Boston, MA 02116",Beacon St #8,Boston,MA,42.35493,-71.075516,02116,5700000,5436300,4,4,1435,3970,,CONDO,FOR_SALE,Campion & Company Fine Homes Real Estate,0,3/13/2022 7:34
59163896,"20 Rowes Wharf APT 309, Boston, MA 02110",Rowes Wharf APT 309,Boston,MA,42.35705,-71.04961,02110,2875000,2706600,2,3,1457,1973,1973,CONDO,FOR_SALE,CL Properties,0,3/13/2022 7:34
2071018693,"380 Harrison Ave #1005, Boston, MA 02118",Harrison Ave #1005,Boston,MA,42.343845,-71.0637,02118,798500,,0,1,1457,548,,CONDO,FOR_SALE,TCC / The Quinn,0,3/13/2022 7:34
59180484,"27 Bowdoin St APT 1C, Boston, MA 02114",Bowdoin St APT 1C,Boston,MA,42.360676,-71.06319,02114,499000,487000,0,1,1157,431,,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
318227351,"63 Melcher St APT 407, Boston, MA 02210",Melcher St APT 407,Boston,MA,42.348984,-71.0498,02210,575000,,0,1,1080,532,,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
59163970,"10 Rowes Wharf PENTHOUSE 6, Boston, MA 02110",Rowes Wharf PENTHOUSE 6,Boston,MA,42.356903,-71.05055,02110,12000000,,4,7,1659,7230,,CONDO,FOR_SALE,Campion & Company Fine Homes Real Estate,0,3/13/2022 7:34
318225416,"40 Traveler St #409, Boston, MA 02118",Traveler St #409,Boston,MA,42.34455,-71.06367,02118,1599000,1569500,2,2,1353,1181,,CONDO,FOR_SALE,Gibson Sotheby's International Realty,0,3/13/2022 7:34
81857897,"80 Broad St PENTHOUSE 1102, Boston, MA 02110",Broad St PENTHOUSE 1102,Boston,MA,42.357582,-71.052704,02110,1625000,1593200,2,3,976,1664,,CONDO,FOR_SALE,Gibson Sotheby's International Realty,0,3/13/2022 7:34
2072966934,"2 Avery St #30EF, Boston, MA 02111",Avery St #30EF,Boston,MA,42.35285,-71.06345,02111,10000000,,5,7,2421,4130,,CONDO,FOR_SALE,"Luxury Residential Group, LLC",0,3/13/2022 7:34
59174930,"31 Chestnut St, Boston, MA 02108",Chestnut St,Boston,MA,42.357643,-71.06797,02108,8999000,,9,7,1002,8979,3166,SINGLE_FAMILY,FOR_SALE,Campion & Company Fine Homes Real Estate,0,3/13/2022 7:34
59174642,"52 Beacon St, Boston, MA 02108",Beacon St,Boston,MA,42.35682,-71.067986,02108,9500000,4415300,4,5,1746,5438,0.07,CONDO,FOR_SALE,Campion & Company Fine Homes Real Estate,0,3/13/2022 7:34
59175317,"85 E India Row APT 9G, Boston, MA 02110",E India Row APT 9G,Boston,MA,42.358376,-71.050224,02110,1149995,951400,2,2,948,1212,1306,CONDO,FOR_SALE,,0,3/13/2022 7:34
59172196,"33 Sleeper St APT 409, Boston, MA 02210",Sleeper St APT 409,Boston,MA,42.35199,-71.0489,02210,822000,,1,1,721,1140,1140,CONDO,FOR_SALE,The Greene Realty Group,0,3/13/2022 7:34
2076970541,"1313 Washington St #L41, Boston, MA 02118",Washington St #L41,Boston,MA,42.34271,-71.06858,02118,180000,,,,,,1,LOT,FOR_SALE,Keller Williams Realty Boston-Metro | Back Bay,0,3/13/2022 7:34
2076967183,"35 Fay St #LG-71/72, Boston, MA 02118",Fay St #LG-71/72,Boston,MA,42.343132,-71.066216,02118,185000,,,,,,,LOT,FOR_SALE,Keller Williams Realty Boston-Metro | Back Bay,0,3/13/2022 7:34
2107987263,"10 Bowdoin St, Boston, MA 02124",Bowdoin St,Boston,MA,42.36047,-71.06213,02124,175000,,,,,,2295.6841,LOT,FOR_SALE,Century 21 Cityside,0,3/13/2022 7:34
2076444389,"735 Harrison Ave, Boston, MA 02118",Harrison Ave,Boston,MA,42.33802,-71.07155,02118,70000,,,,,,,LOT,FOR_SALE,"Maloney Properties, Inc.",0,3/13/2022 7:34
59164761,"170 Tremont St APT 505, Boston, MA 02111",Tremont St APT 505,Boston,MA,42.353657,-71.06385,02111,728000,726300,1,1,983,740,,CONDO,FOR_SALE,Downtown Boston Realty,0,3/13/2022 7:34
61319958,"2 Avery St APT 35C, Boston, MA 02111",Avery St APT 35C,Boston,MA,42.35285,-71.06345,02111,3795000,,3,4,1401,2707,2707,CONDO,FOR_SALE,First Boston Realty International,0,3/13/2022 7:34
61319880,"2 Avery St APT 24H, Boston, MA 02111",Avery St APT 24H,Boston,MA,42.35285,-71.06345,02111,1800000,,2,3,1144,1573,,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
59184093,"121 W Concord St #1, Boston, MA 02118",W Concord St #1,Boston,MA,42.339474,-71.07648,02118,1575000,1558300,2,2,958,1643,1742.4,CONDO,FOR_SALE,Keller Williams Realty Boston-Metro | Back Bay,0,3/13/2022 7:34
318225464,"201 W Brookline St UNIT 202, Boston, MA 02118",W Brookline St UNIT 202,Boston,MA,42.343605,-71.07657,02118,3495000,3871100,3,4,1421,2458,,CONDO,FOR_SALE,Gibson Sotheby's International Realty,0,3/13/2022 7:34
59183049,"201 W Springfield St #2, Boston, MA 02118",W Springfield St #2,Boston,MA,42.340336,-71.0801,02118,549000,,1,1,1045,525,525,CONDO,FOR_SALE,Arris Realty,0,3/13/2022 7:34
246886680,"25 Worcester St #3, Boston, MA 02118",Worcester St #3,Boston,MA,42.338226,-71.07624,02118,2050000,1857200,2,3,1181,1735,,CONDO,FOR_SALE,Coldwell Banker Realty - South End,0,3/13/2022 7:34
2078542381,"730 Tremont St #1, Boston, MA 02118",Tremont St #1,Boston,MA,42.340088,-71.078186,02118,4995000,,4,5,1343,3719,0.47,SINGLE_FAMILY,FOR_SALE,Sprogis & Neale Real Estate,0,3/13/2022 7:34
2067560291,"154-156 Worcester St #4, Boston, MA 02118",156 Worcester St #4,Boston,MA,,,02118,1399000,,2,2,1123,1245,1306.8,CONDO,FOR_SALE,Compass,0,3/13/2022 7:34
2093376007,"1 Claremont Park #1, Boston, MA 02118",Claremont Park #1,Boston,MA,42.342022,-71.08071,02118,997500,1724000,2,2,980,1017,1017,CONDO,FOR_SALE,Gibson Sotheby's International Realty,0,3/13/2022 7:34
59165179,"209 W Canton St APT 5, Boston, MA 02116",W Canton St APT 5,Boston,MA,42.345257,-71.076744,02116,939000,912700,2,1,1304,720,,CONDO,FOR_SALE,Gibson Sotheby's International Realty,0,3/13/2022 7:34
